id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
1038,16,22.8,0.0,4.3,40.0,716.0,0.075,212.0,,135.0
1039,0,14.4,0.0,3.0,75.0,1629.0,0.022,32.0,20.0,67.0
1041,2,12.9,0.0,1.9,71.0,2000.0,0.035,42.0,16.0,22.0
1043,7,10.4,0.0,2.5,44.0,2000.0,0.039,34.0,26.0,81.0
1044,17,22.4,0.0,4.5,39.0,1723.0,0.071,63.0,37.0,261.0
1045,15,28.4,0.0,2.9,31.0,1247.0,0.054000000000000006,44.0,29.0,126.0
1047,1,14.5,0.0,1.7,71.0,1307.0,,,,44.0
1053,23,20.7,0.0,1.7,66.0,464.0,0.029,88.0,54.0,126.0
1054,0,12.8,0.0,1.3,85.0,830.0,0.035,41.0,21.0,87.0
1056,21,15.2,0.0,3.6,64.0,523.0,0.04,81.0,50.0,162.0
1057,22,20.3,0.0,3.4,44.0,1888.0,0.049,50.0,36.0,182.0
1058,10,12.2,0.0,3.5,41.0,1594.0,0.02,131.0,24.0,76.0
1059,22,17.9,1.0,0.8,92.0,377.0,0.015,32.0,24.0,134.0
1061,17,27.4,0.0,2.8,21.0,2000.0,0.058,24.0,12.0,317.0
1062,19,17.8,0.0,4.7,25.0,2000.0,0.048,40.0,16.0,200.0
1063,4,13.5,0.0,1.3,81.0,896.0,0.032,34.0,21.0,16.0
1065,21,18.8,0.0,4.6,69.0,2000.0,0.039,32.0,20.0,189.0
1067,21,21.1,0.0,2.7,55.0,2000.0,0.035,34.0,29.0,256.0
1068,1,13.3,0.0,0.8,29.0,1226.0,,,,34.0
1069,21,22.2,0.0,1.8,63.0,649.0,0.058,86.0,49.0,233.0
1070,13,20.2,0.0,3.6,32.0,2000.0,0.043,20.0,12.0,107.0
1072,11,9.3,0.0,2.3,60.0,1966.0,0.014,32.0,30.0,98.0
1074,16,11.6,0.0,3.2,80.0,628.0,0.029,36.0,33.0,79.0
1075,20,19.2,0.0,2.6,48.0,1999.0,0.056,54.0,31.0,162.0
1076,8,12.9,0.0,2.1,86.0,443.0,0.014,56.0,38.0,48.0
1077,6,11.3,0.0,2.0,51.0,1577.0,0.039,93.0,25.0,27.0
1078,4,18.9,0.0,2.3,60.0,1588.0,0.033,61.0,29.0,14.0
1079,8,14.2,0.0,2.1,75.0,768.0,0.013,51.0,25.0,226.0
1080,1,11.6,0.0,0.6,52.0,1853.0,,,,39.0
1081,13,19.5,0.0,3.7,12.0,2000.0,0.046,21.0,14.0,111.0
1082,23,19.5,0.0,1.8,61.0,1994.0,0.034,36.0,27.0,145.0
1083,14,20.4,0.0,2.0,25.0,755.0,0.063,91.0,81.0,105.0
1084,20,18.5,0.0,5.3,21.0,2000.0,0.049,47.0,16.0,130.0
1085,19,16.7,1.0,0.7,88.0,577.0,0.037000000000000005,82.0,37.0,39.0
1086,3,13.3,0.0,0.6,72.0,1879.0,0.006,36.0,19.0,22.0
1087,12,23.1,0.0,1.5,34.0,1352.0,0.052000000000000005,78.0,41.0,134.0
1088,19,14.8,0.0,3.7,82.0,892.0,0.051,46.0,30.0,136.0
1090,23,21.9,0.0,2.0,49.0,2000.0,0.008,34.0,23.0,150.0
1094,12,17.9,1.0,2.0,51.0,1997.0,0.006999999999999999,73.0,40.0,2.0
1095,14,21.9,0.0,2.3,45.0,925.0,0.049,72.0,36.0,181.0
1100,5,9.2,0.0,1.8,53.0,2000.0,0.036000000000000004,31.0,18.0,8.0
1101,18,20.8,0.0,3.9,48.0,1966.0,0.045,41.0,21.0,327.0
1103,20,17.1,0.0,2.4,61.0,2000.0,0.036000000000000004,23.0,11.0,210.0
1104,22,19.9,0.0,0.8,42.0,1973.0,0.022,62.0,35.0,148.0
1105,12,19.1,0.0,3.9,24.0,1890.0,0.058,48.0,22.0,105.0
1106,8,16.6,0.0,0.9,63.0,697.0,0.03,33.0,24.0,208.0
1108,22,14.2,0.0,3.2,44.0,2000.0,0.043,23.0,18.0,84.0
1110,5,15.5,0.0,0.7,86.0,371.0,0.047,61.0,37.0,15.0
1113,1,7.1,0.0,1.8,56.0,956.0,,,,13.0
1115,17,23.5,0.0,2.8,38.0,1893.0,0.067,56.0,30.0,257.0
1119,13,24.7,0.0,3.4,35.0,1492.0,0.063,54.0,32.0,104.0
1120,15,26.7,0.0,5.2,34.0,1968.0,0.079,48.0,23.0,275.0
1121,12,19.1,0.0,1.7,59.0,842.0,0.016,68.0,26.0,115.0
1123,4,10.5,0.0,1.2,74.0,739.0,0.03,70.0,32.0,9.0
1125,11,12.5,0.0,1.6,44.0,1725.0,0.011,91.0,30.0,64.0
1126,6,14.8,0.0,0.9,51.0,1538.0,0.025,51.0,26.0,15.0
1128,20,20.1,0.0,4.2,22.0,1988.0,0.058,38.0,20.0,196.0
1129,9,17.1,0.0,1.6,50.0,1416.0,0.006999999999999999,64.0,44.0,82.0
1130,7,8.6,0.0,1.0,85.0,490.0,0.004,75.0,38.0,24.0
1131,14,24.4,0.0,3.4,31.0,1972.0,0.061,36.0,22.0,217.0
1132,16,27.5,0.0,3.4,28.0,1984.0,0.062,22.0,14.0,284.0
1136,4,16.5,0.0,0.9,64.0,1014.0,0.049,48.0,36.0,20.0
1137,3,11.3,0.0,2.0,78.0,548.0,0.008,67.0,58.0,17.0
1138,19,19.8,0.0,2.4,65.0,938.0,0.057,57.0,37.0,215.0
1140,16,19.3,0.0,2.7,76.0,538.0,0.045,62.0,41.0,109.0
1141,1,18.7,0.0,2.0,64.0,1737.0,,,,29.0
1142,2,4.9,0.0,1.0,78.0,1947.0,0.026,30.0,27.0,16.0
1144,15,26.8,0.0,3.4,30.0,1980.0,0.065,27.0,18.0,246.0
1145,8,12.5,0.0,1.6,48.0,1521.0,0.033,102.0,30.0,171.0
1146,22,12.2,0.0,2.5,76.0,990.0,0.045,58.0,29.0,93.0
1147,9,19.6,0.0,1.4,54.0,1343.0,0.017,49.0,29.0,79.0
1148,18,18.0,0.0,2.8,29.0,884.0,0.065,,,207.0
1149,22,15.7,0.0,3.3,58.0,2000.0,0.024,37.0,18.0,172.0
1152,17,27.0,0.0,4.7,27.0,2000.0,0.065,,,185.0
1154,13,25.4,0.0,1.7,30.0,974.0,0.045,95.0,47.0,132.0
1156,18,23.7,0.0,6.4,49.0,1967.0,0.048,38.0,20.0,304.0
1157,0,9.0,0.0,2.6,52.0,2000.0,0.034,57.0,21.0,44.0
1158,21,14.7,0.0,3.1,37.0,1984.0,0.054000000000000006,53.0,25.0,161.0
1159,18,22.1,0.0,3.0,41.0,1921.0,0.062,54.0,33.0,234.0
1160,12,13.1,0.0,4.6,14.0,1910.0,0.041,58.0,11.0,96.0
1161,10,22.5,0.0,1.4,48.0,1364.0,0.039,47.0,29.0,92.0
1164,11,22.8,0.0,3.0,53.0,1838.0,0.017,34.0,23.0,100.0
1165,18,16.9,0.0,2.4,64.0,570.0,0.05,73.0,57.0,171.0
1167,1,9.5,0.0,0.5,52.0,800.0,,,,26.0
1168,19,18.5,0.0,4.5,27.0,2000.0,0.061,48.0,20.0,191.0
1169,17,9.5,1.0,1.4,68.0,2000.0,0.052000000000000005,40.0,37.0,134.0
1170,11,14.5,0.0,2.2,61.0,772.0,0.016,43.0,41.0,71.0
1175,3,14.2,0.0,2.0,83.0,248.0,0.06,102.0,57.0,15.0
1176,17,20.8,0.0,5.1,22.0,1996.0,0.077,42.0,22.0,292.0
1179,20,16.9,0.0,2.4,55.0,848.0,0.049,81.0,50.0,142.0
1180,2,14.6,0.0,1.4,37.0,1997.0,0.004,48.0,36.0,24.0
1181,8,13.2,0.0,0.5,52.0,2000.0,0.023,35.0,16.0,189.0
1182,21,16.6,0.0,1.7,64.0,2000.0,0.031,30.0,17.0,192.0
1183,4,10.2,0.0,4.2,14.0,2000.0,0.046,57.0,15.0,9.0
1189,22,17.7,0.0,2.4,45.0,2000.0,0.032,39.0,21.0,190.0
1190,15,26.8,0.0,2.6,30.0,990.0,0.067,86.0,46.0,132.0
1192,10,21.8,0.0,1.0,34.0,1092.0,0.016,68.0,39.0,92.0
1193,0,20.3,0.0,2.3,55.0,1731.0,0.017,58.0,31.0,94.0
1194,1,17.7,0.0,1.1,53.0,2000.0,,,,98.0
1195,11,16.8,0.0,3.2,61.0,1129.0,0.046,47.0,25.0,94.0
1196,20,16.5,0.0,,31.0,2000.0,0.058,39.0,18.0,181.0
1197,20,15.0,0.0,2.7,81.0,979.0,0.04,37.0,21.0,109.0
1198,10,20.0,0.0,1.0,32.0,1777.0,0.015,58.0,31.0,95.0
1199,2,13.7,0.0,0.7,71.0,1988.0,0.018000000000000002,34.0,21.0,38.0
1200,8,3.2,0.0,0.4,83.0,728.0,0.004,30.0,,21.0
1201,12,18.0,0.0,3.1,16.0,2000.0,0.042,24.0,17.0,98.0
1202,12,19.7,0.0,2.4,41.0,732.0,0.022,75.0,38.0,121.0
1203,21,13.9,0.0,2.8,66.0,1064.0,0.04,70.0,31.0,127.0
1204,10,21.1,0.0,1.1,66.0,535.0,0.057,64.0,41.0,95.0
1205,2,14.3,0.0,0.4,70.0,1014.0,0.038,58.0,39.0,42.0
1206,13,23.0,0.0,3.4,36.0,2000.0,0.044,49.0,26.0,97.0
1208,14,19.1,0.0,1.7,44.0,1155.0,0.036000000000000004,34.0,,112.0
1209,22,8.6,0.0,1.7,52.0,994.0,0.049,72.0,64.0,60.0
1210,10,22.3,0.0,1.4,54.0,990.0,0.016,35.0,23.0,90.0
1211,3,10.6,0.0,1.9,82.0,1638.0,0.024,33.0,27.0,18.0
1212,20,22.7,0.0,4.7,34.0,1444.0,0.086,74.0,37.0,226.0
1214,1,17.8,1.0,1.0,91.0,323.0,,,,41.0
1216,22,17.2,0.0,2.6,55.0,1851.0,0.047,52.0,33.0,139.0
1217,15,12.3,1.0,2.5,89.0,1631.0,0.04,30.0,18.0,23.0
1218,8,16.6,0.0,3.1,46.0,1341.0,0.005,64.0,44.0,169.0
1219,5,13.4,0.0,0.3,86.0,218.0,0.054000000000000006,107.0,60.0,10.0
1220,0,7.5,0.0,1.2,56.0,962.0,0.031,75.0,64.0,36.0
1221,18,19.5,0.0,3.7,23.0,1245.0,0.069,77.0,63.0,216.0
1222,18,27.7,0.0,2.8,35.0,1712.0,0.08,59.0,36.0,425.0
1224,16,27.8,0.0,1.5,22.0,1644.0,0.083,71.0,35.0,219.0
1225,16,26.1,0.0,3.4,27.0,2000.0,0.057,30.0,20.0,274.0
1226,7,7.6,0.0,0.2,76.0,1677.0,0.01,49.0,22.0,77.0
1228,6,17.4,0.0,1.1,69.0,1698.0,0.009000000000000001,35.0,23.0,31.0
1229,13,25.6,0.0,3.8,32.0,1965.0,0.06,32.0,19.0,167.0
1230,3,12.2,0.0,0.5,48.0,1961.0,0.049,81.0,25.0,15.0
1231,6,10.4,0.0,3.6,12.0,2000.0,0.048,35.0,9.0,23.0
1232,1,19.3,0.0,1.9,78.0,715.0,,,,39.0
1233,5,10.9,0.0,2.5,44.0,1757.0,0.03,91.0,24.0,19.0
1234,2,18.3,0.0,0.9,64.0,1978.0,0.014,31.0,22.0,42.0
1235,20,10.8,1.0,3.0,94.0,152.0,0.03,34.0,33.0,1.0
1239,3,14.3,0.0,1.4,38.0,2000.0,0.004,50.0,35.0,19.0
1240,9,19.3,0.0,1.8,72.0,795.0,0.017,26.0,17.0,135.0
1242,3,17.6,0.0,1.3,69.0,2000.0,0.003,32.0,22.0,34.0
1243,10,17.8,0.0,2.1,47.0,764.0,0.054000000000000006,166.0,41.0,71.0
1244,0,12.2,0.0,2.5,23.0,2000.0,0.036000000000000004,66.0,19.0,46.0
1245,23,10.0,0.0,2.1,86.0,486.0,0.01,41.0,,73.0
1246,0,18.5,0.0,0.6,45.0,1345.0,0.055,62.0,36.0,121.0
1247,6,14.4,0.0,1.5,52.0,2000.0,0.018000000000000002,30.0,21.0,19.0
1249,8,11.9,0.0,2.4,71.0,1339.0,0.038,86.0,20.0,34.0
1252,0,11.0,0.0,0.9,72.0,920.0,0.015,83.0,38.0,64.0
1254,8,11.9,0.0,2.2,71.0,1632.0,0.025,48.0,19.0,41.0
1256,20,14.5,0.0,2.9,54.0,1707.0,0.029,79.0,25.0,150.0
1258,17,19.1,0.0,4.3,31.0,1746.0,0.047,59.0,26.0,129.0
1259,6,12.6,0.0,0.4,78.0,1192.0,0.004,32.0,20.0,28.0
1260,0,15.6,0.0,2.3,62.0,1433.0,0.023,56.0,36.0,93.0
1263,21,12.7,0.0,3.5,37.0,2000.0,0.033,62.0,19.0,152.0
1264,17,18.0,0.0,7.1,38.0,1355.0,0.051,152.0,21.0,106.0
1266,18,14.2,0.0,3.6,33.0,1082.0,0.066,64.0,51.0,113.0
1267,5,13.7,0.0,1.0,48.0,2000.0,0.049,30.0,18.0,11.0
1268,8,11.6,0.0,2.0,37.0,1143.0,0.01,64.0,51.0,35.0
1269,17,25.0,0.0,4.9,37.0,1368.0,0.07,63.0,33.0,229.0
1270,3,10.9,0.0,1.4,74.0,730.0,0.029,71.0,33.0,29.0
1271,13,19.1,0.0,5.2,18.0,1450.0,0.044,165.0,17.0,87.0
1272,18,18.9,0.0,4.4,22.0,2000.0,0.046,41.0,18.0,318.0
1274,18,17.4,0.0,4.8,44.0,1342.0,0.065,74.0,36.0,215.0
1275,12,25.5,0.0,1.5,31.0,2000.0,0.022,31.0,18.0,112.0
1276,9,19.9,0.0,0.9,72.0,522.0,0.053,61.0,37.0,137.0
1279,21,17.9,1.0,0.2,91.0,553.0,0.021,33.0,27.0,86.0
1281,14,26.4,0.0,2.1,28.0,1731.0,0.045,59.0,34.0,149.0
1282,23,22.2,0.0,2.5,69.0,1629.0,0.014,32.0,25.0,138.0
1283,4,13.4,0.0,0.0,74.0,746.0,0.025,64.0,43.0,13.0
1286,6,11.6,0.0,2.0,73.0,636.0,0.03,67.0,40.0,36.0
1287,9,15.1,0.0,1.2,68.0,1269.0,0.022,35.0,17.0,115.0
1289,17,25.7,0.0,5.6,41.0,1949.0,0.065,44.0,26.0,309.0
1290,3,12.9,0.0,2.4,66.0,2000.0,0.036000000000000004,39.0,17.0,14.0
1291,14,19.2,0.0,4.0,16.0,1935.0,0.048,24.0,13.0,149.0
1292,3,18.6,0.0,1.3,79.0,748.0,0.062,47.0,30.0,30.0
1293,2,14.1,0.0,0.3,75.0,990.0,0.032,47.0,24.0,31.0
1294,15,21.9,0.0,5.4,21.0,1907.0,0.062,92.0,19.0,139.0
1296,23,16.5,0.0,3.3,39.0,2000.0,0.037000000000000005,29.0,14.0,122.0
1298,6,5.6,0.0,1.0,80.0,1782.0,0.021,17.0,,9.0
1300,17,26.4,0.0,4.2,30.0,1943.0,0.081,52.0,31.0,173.0
1301,22,17.6,0.0,2.4,36.0,2000.0,0.038,32.0,12.0,176.0
1302,12,25.0,0.0,3.1,31.0,1840.0,0.047,48.0,26.0,136.0
1303,5,9.5,0.0,0.7,76.0,840.0,0.034,49.0,25.0,6.0
1305,4,11.7,0.0,2.2,38.0,1645.0,0.065,70.0,43.0,15.0
1306,1,17.9,0.0,1.3,50.0,1812.0,,,,30.0
1307,0,19.1,0.0,1.4,61.0,2000.0,0.016,28.0,17.0,94.0
1309,12,24.5,0.0,3.1,34.0,1839.0,0.044,43.0,24.0,150.0
1312,8,19.5,0.0,2.0,64.0,901.0,0.04,53.0,39.0,241.0
1313,17,15.2,0.0,5.8,14.0,1956.0,0.044,,,138.0
1316,16,20.3,0.0,4.8,34.0,1328.0,0.057,71.0,29.0,170.0
1317,4,12.8,0.0,1.9,76.0,407.0,0.036000000000000004,68.0,42.0,15.0
1319,16,13.0,0.0,3.7,74.0,1888.0,,34.0,16.0,29.0
1323,20,21.6,0.0,3.7,36.0,1729.0,0.055,84.0,33.0,165.0
1324,16,15.1,0.0,4.2,26.0,1438.0,0.066,59.0,55.0,222.0
1325,18,24.6,0.0,4.4,29.0,2000.0,0.059,29.0,15.0,317.0
1326,2,19.4,0.0,1.1,59.0,2000.0,0.018000000000000002,29.0,22.0,45.0
1328,4,5.5,0.0,0.6,56.0,1146.0,0.038,63.0,53.0,5.0
1329,20,15.5,0.0,2.9,57.0,1232.0,0.045,74.0,29.0,146.0
1331,15,20.8,0.0,5.1,25.0,1937.0,0.073,55.0,22.0,113.0
1332,1,10.9,0.0,2.1,71.0,1057.0,,,,38.0
1335,19,20.2,0.0,3.0,40.0,928.0,0.058,180.0,40.0,187.0
1336,6,11.4,0.0,2.4,84.0,815.0,0.04,58.0,21.0,10.0
1337,16,18.7,0.0,4.9,36.0,1036.0,0.048,197.0,22.0,74.0
1338,4,16.4,0.0,2.8,61.0,1388.0,0.004,81.0,52.0,9.0
1339,22,14.7,0.0,2.3,68.0,452.0,0.047,78.0,50.0,118.0
1340,23,13.5,0.0,2.2,39.0,1924.0,0.038,80.0,20.0,63.0
1342,20,17.3,0.0,3.8,47.0,2000.0,0.052000000000000005,47.0,16.0,155.0
1343,18,27.5,0.0,3.4,34.0,2000.0,0.05,,,402.0
1345,9,9.8,0.0,2.2,17.0,2000.0,0.019,43.0,10.0,105.0
1346,22,20.2,0.0,2.7,58.0,2000.0,0.038,35.0,28.0,214.0
1347,7,10.5,0.0,2.9,99.0,107.0,0.029,29.0,26.0,15.0
1348,20,25.0,0.0,3.2,50.0,2000.0,0.041,35.0,25.0,239.0
1349,5,9.9,0.0,1.1,82.0,412.0,0.023,55.0,49.0,11.0
1350,16,27.7,0.0,1.3,27.0,764.0,0.065,94.0,47.0,127.0
1352,15,21.3,0.0,2.2,44.0,1867.0,0.052000000000000005,41.0,24.0,165.0
1353,13,23.6,0.0,3.4,36.0,1970.0,0.042,33.0,21.0,221.0
1355,22,18.5,0.0,2.9,48.0,2000.0,0.029,26.0,18.0,206.0
1357,18,18.2,0.0,3.8,39.0,2000.0,0.051,23.0,18.0,211.0
1358,6,9.5,0.0,0.8,73.0,673.0,0.035,65.0,38.0,15.0
1359,10,14.8,0.0,1.9,37.0,1688.0,0.018000000000000002,48.0,25.0,72.0
1360,13,24.5,0.0,3.5,38.0,773.0,,,,161.0
1361,21,12.8,0.0,2.8,34.0,1045.0,0.046,77.0,66.0,149.0
1362,15,21.3,0.0,3.8,21.0,875.0,0.077,92.0,83.0,111.0
1364,23,13.1,0.0,3.0,84.0,990.0,0.036000000000000004,39.0,19.0,87.0
1366,7,13.4,0.0,1.3,80.0,912.0,0.028,36.0,15.0,98.0
1367,2,12.3,0.0,4.0,85.0,658.0,0.04,52.0,20.0,35.0
1368,18,19.8,0.0,3.0,66.0,805.0,0.063,67.0,42.0,266.0
1370,13,18.7,0.0,3.2,35.0,1631.0,0.047,50.0,32.0,91.0
1371,15,18.7,0.0,6.4,25.0,1157.0,0.045,158.0,15.0,74.0
1372,11,12.3,0.0,4.5,13.0,2000.0,0.036000000000000004,48.0,13.0,82.0
1374,10,11.1,0.0,3.9,18.0,1963.0,0.027000000000000003,55.0,12.0,77.0
1376,8,6.3,0.0,1.9,76.0,1344.0,0.013,61.0,24.0,192.0
1378,21,19.9,0.0,2.0,33.0,2000.0,0.049,36.0,22.0,215.0
1382,15,12.0,0.0,1.9,76.0,1216.0,0.034,23.0,,63.0
1383,17,12.9,1.0,3.3,82.0,1076.0,0.047,46.0,32.0,45.0
1385,3,14.9,0.0,0.7,47.0,2000.0,0.01,40.0,26.0,30.0
1386,0,16.1,0.0,1.8,45.0,2000.0,0.016,33.0,22.0,95.0
1387,20,14.0,0.0,4.9,65.0,690.0,0.061,81.0,47.0,109.0
1388,11,15.1,0.0,1.6,27.0,989.0,0.018000000000000002,73.0,62.0,56.0
1389,7,13.7,0.0,0.2,80.0,1355.0,0.026,31.0,22.0,23.0
1391,0,13.5,0.0,3.8,46.0,2000.0,0.042,26.0,20.0,48.0
1392,16,25.5,0.0,4.3,36.0,1849.0,0.08,48.0,27.0,143.0
1394,6,19.4,0.0,2.3,65.0,613.0,0.056,80.0,48.0,33.0
1396,9,17.0,0.0,1.8,60.0,1929.0,0.029,28.0,16.0,87.0
1397,7,14.8,0.0,1.3,87.0,397.0,0.055,51.0,34.0,26.0
1398,6,16.1,0.0,0.2,75.0,1351.0,0.037000000000000005,27.0,23.0,34.0
1402,16,27.2,0.0,4.3,31.0,1281.0,0.08800000000000001,,,246.0
1403,23,14.0,0.0,1.6,33.0,881.0,0.059,86.0,77.0,91.0
1405,8,5.4,0.0,1.9,78.0,1993.0,0.01,18.0,18.0,38.0
1406,23,16.3,0.0,1.8,60.0,1703.0,0.042,54.0,31.0,119.0
1410,7,3.1,0.0,0.4,83.0,839.0,0.005,34.0,31.0,14.0
1411,17,19.6,0.0,3.4,44.0,844.0,0.066,74.0,43.0,166.0
1412,7,9.0,0.0,1.1,79.0,817.0,0.027000000000000003,50.0,23.0,90.0
1414,0,18.4,0.0,2.3,44.0,2000.0,0.037000000000000005,26.0,21.0,128.0
1415,20,10.7,0.0,3.8,38.0,1246.0,0.064,72.0,60.0,87.0
1417,4,4.2,0.0,1.1,77.0,1258.0,0.024,24.0,,16.0
1419,4,11.0,0.0,0.9,84.0,532.0,0.052000000000000005,60.0,33.0,22.0
1420,0,,,,,,,,,39.0
1421,10,11.2,0.0,1.5,58.0,1275.0,0.019,66.0,24.0,70.0
1422,3,15.2,0.0,0.7,44.0,2000.0,0.041,20.0,17.0,35.0
1426,12,9.9,0.0,2.0,57.0,1933.0,0.03,19.0,,78.0
1427,14,25.0,0.0,3.1,44.0,1989.0,0.053,27.0,17.0,161.0
1428,9,11.8,0.0,2.0,80.0,584.0,0.017,43.0,33.0,113.0
1429,16,14.8,0.0,3.8,29.0,2000.0,0.054000000000000006,31.0,27.0,172.0
1430,16,21.8,0.0,2.3,38.0,1992.0,0.05,41.0,21.0,142.0
1431,4,13.8,0.0,0.2,86.0,230.0,0.057,103.0,58.0,11.0
1432,7,15.3,0.0,1.1,54.0,1326.0,0.025,117.0,30.0,24.0
1435,4,15.3,0.0,0.4,78.0,1196.0,0.035,22.0,18.0,2.0
1437,16,19.4,0.0,3.4,50.0,737.0,0.049,55.0,45.0,250.0
1438,21,23.8,0.0,3.0,62.0,1906.0,0.018000000000000002,37.0,24.0,205.0
1439,17,23.0,0.0,2.2,11.0,2000.0,0.052000000000000005,19.0,14.0,214.0
1440,10,11.5,0.0,2.7,75.0,657.0,0.011,37.0,,66.0
1441,14,26.6,0.0,4.1,31.0,1976.0,0.076,43.0,25.0,225.0
1443,18,16.8,0.0,3.6,49.0,1730.0,0.05,71.0,25.0,273.0
1446,19,25.9,0.0,3.1,41.0,2000.0,0.053,29.0,21.0,310.0
1447,8,17.4,0.0,0.8,80.0,758.0,0.014,25.0,20.0,236.0
1448,7,9.0,0.0,2.6,90.0,253.0,0.031,31.0,,70.0
1449,4,15.8,0.0,2.3,84.0,387.0,0.047,68.0,36.0,23.0
1450,9,18.3,0.0,0.7,49.0,1926.0,0.022,44.0,24.0,64.0
1451,17,29.8,0.0,3.9,12.0,2000.0,0.058,40.0,11.0,215.0
1453,1,15.1,0.0,1.6,79.0,338.0,,,,46.0
1454,2,19.0,0.0,2.2,78.0,759.0,0.06,50.0,33.0,20.0
1456,14,25.6,0.0,3.9,41.0,1598.0,0.061,40.0,27.0,226.0
1457,11,16.9,0.0,1.8,35.0,1283.0,0.05,61.0,32.0,113.0
1458,11,24.4,0.0,1.9,41.0,1362.0,0.035,48.0,27.0,90.0
1459,19,24.8,0.0,2.9,32.0,1937.0,0.075,52.0,32.0,244.0
1460,15,20.0,0.0,4.9,35.0,2000.0,0.052000000000000005,68.0,13.0,311.0
1461,22,19.4,0.0,2.4,39.0,1757.0,0.029,65.0,29.0,194.0
1463,6,7.1,0.0,1.0,68.0,2000.0,0.029,55.0,13.0,22.0
1464,9,17.4,0.0,0.3,39.0,1457.0,0.009000000000000001,53.0,27.0,72.0
1465,8,13.3,0.0,3.3,65.0,1814.0,0.015,44.0,10.0,221.0
1466,7,12.3,0.0,0.1,78.0,1126.0,0.003,34.0,24.0,101.0
1468,5,16.4,0.0,1.0,74.0,1481.0,0.042,25.0,19.0,17.0
1469,1,13.1,0.0,2.5,46.0,2000.0,,,,17.0
1470,0,12.9,0.0,1.3,43.0,1844.0,0.037000000000000005,85.0,19.0,72.0
1471,5,14.3,0.0,1.0,79.0,1593.0,0.035,30.0,18.0,16.0
1473,22,18.6,0.0,1.0,70.0,834.0,0.038,58.0,37.0,155.0
1474,19,18.7,0.0,4.7,37.0,1676.0,0.06,65.0,37.0,202.0
1476,13,26.1,0.0,3.7,29.0,1890.0,0.067,38.0,21.0,173.0
1477,0,5.9,0.0,2.0,74.0,2000.0,0.042,25.0,25.0,40.0
1478,7,12.9,0.0,2.7,42.0,2000.0,0.035,19.0,10.0,103.0
1479,15,18.6,0.0,2.8,54.0,619.0,0.038,54.0,43.0,238.0
1480,13,25.5,0.0,3.7,32.0,1841.0,0.057,37.0,22.0,143.0
1481,11,14.7,0.0,3.6,76.0,447.0,0.017,84.0,70.0,86.0
1482,11,17.8,0.0,0.9,39.0,1628.0,0.006,77.0,40.0,10.0
1483,11,23.5,0.0,3.0,33.0,1801.0,0.03,50.0,32.0,108.0
1484,13,16.6,0.0,3.7,60.0,1328.0,0.043,36.0,25.0,12.0
1485,2,17.9,1.0,0.1,91.0,383.0,0.004,29.0,26.0,22.0
1486,22,18.2,0.0,2.2,30.0,1782.0,0.054000000000000006,46.0,25.0,144.0
1487,21,14.7,0.0,1.6,31.0,1175.0,0.052000000000000005,77.0,68.0,138.0
1488,6,15.4,0.0,0.7,69.0,857.0,0.041,46.0,32.0,23.0
1489,22,21.3,0.0,1.2,71.0,471.0,0.048,82.0,47.0,186.0
1490,22,18.8,0.0,3.0,32.0,2000.0,0.044,28.0,17.0,224.0
1491,15,15.0,0.0,5.0,29.0,1418.0,0.06,56.0,49.0,284.0
1492,14,21.4,0.0,5.7,23.0,1825.0,0.058,102.0,18.0,136.0
1494,11,13.7,0.0,3.8,36.0,1789.0,0.034,100.0,24.0,73.0
1495,5,6.8,0.0,1.1,81.0,1450.0,0.031,55.0,21.0,8.0
1496,10,8.7,0.0,0.6,61.0,1949.0,0.018000000000000002,21.0,20.0,61.0
1497,16,23.6,0.0,4.4,51.0,1991.0,0.034,34.0,22.0,109.0
1498,21,25.6,0.0,2.7,11.0,2000.0,0.038,18.0,11.0,278.0
1499,22,15.0,0.0,2.5,56.0,2000.0,0.048,44.0,16.0,121.0
1500,22,20.8,0.0,2.1,57.0,2000.0,0.013,32.0,19.0,219.0
1502,2,13.6,0.0,2.2,70.0,491.0,0.039,69.0,39.0,21.0
1506,6,11.1,0.0,1.7,75.0,1105.0,0.035,78.0,20.0,14.0
1507,22,10.1,0.0,3.1,20.0,2000.0,0.036000000000000004,58.0,14.0,112.0
1508,19,13.3,0.0,2.0,71.0,1403.0,0.055,48.0,24.0,107.0
1509,12,18.7,0.0,4.6,34.0,1812.0,0.045,51.0,22.0,125.0
1510,19,22.2,0.0,4.2,29.0,2000.0,0.046,38.0,12.0,241.0
1515,18,23.2,0.0,1.3,35.0,1954.0,0.061,52.0,34.0,247.0
1516,8,15.8,0.0,1.4,57.0,1077.0,0.031,47.0,29.0,202.0
1517,8,10.1,0.0,2.0,70.0,788.0,0.016,61.0,29.0,47.0
1518,18,25.6,0.0,3.0,41.0,1213.0,0.092,85.0,47.0,253.0
1519,12,25.0,0.0,1.8,27.0,2000.0,0.049,25.0,14.0,153.0
1520,8,15.6,0.0,2.2,53.0,1036.0,0.028,126.0,32.0,29.0
1521,2,11.0,0.0,0.4,42.0,1926.0,0.037000000000000005,27.0,19.0,23.0
1522,0,9.6,0.0,3.2,66.0,1957.0,0.034,51.0,14.0,50.0
