index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
12863,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18875,-2675,1,0,0,0,Cooking staff,3.0,-58.0,0.0
12864,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21601,-1600,1,0,1,0,Managers,2.0,-39.0,1.0
12865,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712,-217,1,0,0,0,Laborers,2.0,-55.0,2.0
12866,M,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14869,-229,1,0,0,1,,4.0,-24.0,2.0
12867,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,3.0,-19.0,0.0
12868,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23094,365243,1,0,1,0,,2.0,-34.0,2.0
12869,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,1.0,-11.0,1.0
12870,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,-10794,-4029,1,0,0,1,Laborers,2.0,-8.0,2.0
12871,F,N,Y,0,288000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16181,-117,1,0,1,1,Private service staff,1.0,-17.0,2.0
12872,F,N,Y,1,85500.0,Working,Secondary / secondary special,Married,House / apartment,-16525,-859,1,1,0,0,Waiters/barmen staff,3.0,-9.0,2.0
12873,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,-27.0,1.0
12874,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8568,-1068,1,0,0,0,Sales staff,1.0,-15.0,2.0
12875,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17567,-3917,1,0,0,0,,2.0,-58.0,1.0
12876,F,N,Y,5,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13039,-3375,1,0,0,0,Laborers,7.0,-15.0,1.0
12877,F,Y,Y,0,180000.0,Working,Higher education,Married,Co-op apartment,-10826,-949,1,0,0,0,Sales staff,2.0,-60.0,2.0
12878,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,-9697,-257,1,0,0,0,Sales staff,3.0,-44.0,0.0
12879,F,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19939,-6298,1,1,0,0,Managers,2.0,-16.0,2.0
12880,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10475,-2757,1,1,1,1,Drivers,1.0,-26.0,2.0
12881,M,Y,N,0,135000.0,Working,Lower secondary,Married,Co-op apartment,-13241,-436,1,1,1,0,Laborers,2.0,-33.0,2.0
12882,F,N,N,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13123,-5240,1,0,0,0,,2.0,-41.0,2.0
12883,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,-38.0,2.0
12884,M,Y,Y,1,382500.0,Working,Higher education,Married,House / apartment,-16269,-2728,1,0,0,0,Managers,3.0,-11.0,1.0
12885,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1.0,-10.0,2.0
12886,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21064,365243,1,0,0,0,,2.0,-1.0,1.0
12887,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,,2.0,-54.0,2.0
12888,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,Core staff,4.0,-45.0,2.0
12889,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,-17.0,2.0
12890,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19089,365243,1,0,0,0,,1.0,-46.0,2.0
12891,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,2.0,-21.0,2.0
12892,M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-20.0,2.0
12893,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,-50.0,2.0
12894,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154,-1547,1,0,0,0,Core staff,2.0,-35.0,2.0
12895,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-9876,-1571,1,0,0,0,Core staff,2.0,-9.0,2.0
12896,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,3.0,-15.0,2.0
12897,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,-23.0,2.0
12898,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805,-1557,1,0,0,0,Laborers,1.0,-2.0,0.0
12899,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1.0,-17.0,1.0
12900,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,,1.0,-16.0,0.0
12901,M,Y,N,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4.0,-30.0,2.0
12902,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14122,-3383,1,0,0,0,Managers,2.0,-18.0,2.0
12903,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8442,-410,1,0,0,0,Core staff,1.0,-2.0,1.0
12904,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,2.0,-46.0,2.0
12905,F,Y,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15506,-6099,1,0,0,0,Laborers,3.0,-60.0,2.0
12906,M,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-11616,-3344,1,1,1,0,Laborers,2.0,-44.0,0.0
12907,F,N,Y,2,117000.0,Working,Secondary / secondary special,Married,House / apartment,-9975,-408,1,0,0,0,,4.0,-10.0,2.0
12908,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,1,,2.0,-45.0,2.0
12909,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,1,0,0,0,Managers,4.0,-30.0,2.0
12910,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,365243,1,0,0,0,,2.0,-10.0,2.0
12911,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22970,365243,1,0,0,0,,2.0,-57.0,2.0
12912,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2.0,-12.0,2.0
12913,F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-15358,-779,1,0,0,0,Cooking staff,1.0,-13.0,2.0
12914,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574,-1081,1,0,1,0,,2.0,-4.0,2.0
12915,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3.0,-24.0,1.0
12916,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,3.0,-35.0,1.0
12917,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2.0,-22.0,0.0
12918,F,N,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-22640,365243,1,0,0,0,,1.0,-15.0,2.0
12919,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,Managers,3.0,-19.0,0.0
12920,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-19495,-1678,1,0,1,0,Accountants,2.0,-47.0,0.0
12921,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,1,0,0,0,Drivers,2.0,-38.0,2.0
12922,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-22181,-14413,1,1,0,0,,2.0,-32.0,1.0
12923,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,-9985,-1738,1,0,0,0,Sales staff,4.0,-25.0,1.0
12924,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9383,-689,1,0,0,0,High skill tech staff,2.0,-2.0,1.0
12925,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,,3.0,-27.0,0.0
12926,F,Y,N,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,1,0,Sales staff,4.0,-13.0,1.0
12927,F,N,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,-17289,-5550,1,0,0,1,Managers,2.0,-25.0,1.0
12928,F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19841,-4428,1,1,1,0,Managers,2.0,-60.0,2.0
12929,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22385,365243,1,0,1,0,,1.0,-3.0,1.0
12930,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-8488,-1835,1,0,1,0,,2.0,-36.0,2.0
12931,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20536,365243,1,0,0,0,,1.0,-43.0,1.0
12932,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-20404,-1736,1,0,1,0,,1.0,-28.0,2.0
12933,F,N,Y,2,270000.0,State servant,Higher education,Single / not married,House / apartment,-10425,-2745,1,0,0,0,Core staff,3.0,-31.0,0.0
12934,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0,-44.0,2.0
12935,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,Managers,4.0,-20.0,2.0
12936,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13926,-3062,1,0,0,0,Laborers,1.0,-4.0,2.0
12937,F,N,N,0,166500.0,State servant,Secondary / secondary special,Married,House / apartment,-16416,-4692,1,0,1,0,Managers,2.0,-32.0,0.0
12938,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14756,-567,1,0,0,0,,1.0,-9.0,2.0
12939,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,-28.0,1.0
12940,F,Y,Y,2,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12226,-1382,1,1,1,0,Sales staff,4.0,-5.0,2.0
12941,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,1,0,0,0,Drivers,2.0,-48.0,0.0
12942,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2.0,-18.0,0.0
12943,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,,4.0,-35.0,2.0
12944,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15179,-991,1,0,0,0,Laborers,3.0,-38.0,2.0
12945,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18043,-3262,1,1,1,0,Cooking staff,3.0,-4.0,0.0
12946,M,N,Y,1,405000.0,Commercial associate,Higher education,Married,House / apartment,-11842,-2016,1,0,0,0,Managers,3.0,-55.0,2.0
12947,F,N,N,1,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-18571,-4602,1,1,0,0,,2.0,-7.0,2.0
12948,M,N,N,1,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,1,0,0,Laborers,3.0,-49.0,2.0
12949,F,N,N,0,76500.0,Working,Secondary / secondary special,Widow,House / apartment,-19709,-3271,1,0,0,0,Sales staff,1.0,-6.0,1.0
12950,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-1994,1,0,1,0,High skill tech staff,3.0,-25.0,2.0
12951,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0,-4.0,1.0
12952,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20296,365243,1,0,1,0,,2.0,-1.0,1.0
12953,F,Y,Y,4,157500.0,State servant,Secondary / secondary special,Separated,House / apartment,-13994,-4185,1,1,1,0,Security staff,5.0,-9.0,2.0
12954,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-2814,1,1,0,0,Laborers,2.0,-51.0,2.0
12955,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-10390,-796,1,0,0,0,Sales staff,1.0,-31.0,1.0
12956,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-11549,-1086,1,0,0,0,Drivers,3.0,-7.0,2.0
12957,M,N,Y,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12443,-1169,1,0,1,0,Drivers,3.0,-11.0,1.0
12958,F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,-15203,-7095,1,0,0,0,Medicine staff,2.0,-12.0,2.0
12959,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-13882,-3505,1,1,0,0,Sales staff,3.0,-9.0,2.0
12960,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,1,0,1,0,,1.0,-39.0,0.0
12961,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0,-45.0,2.0
12962,M,Y,N,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-10511,-305,1,0,0,0,IT staff,2.0,-35.0,1.0
12963,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-19653,-5953,1,0,0,0,,2.0,-11.0,1.0
12964,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18692,365243,1,0,1,0,,3.0,-17.0,2.0
12965,F,Y,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13441,-290,1,0,0,0,Laborers,5.0,-37.0,0.0
12966,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24665,365243,1,0,0,0,,2.0,-52.0,2.0
12967,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17821,-1830,1,0,0,0,,2.0,-43.0,2.0
12968,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22119,365243,1,0,0,0,,1.0,-7.0,2.0
12969,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,1,0,1,0,,2.0,-42.0,2.0
12970,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11908,-596,1,1,1,0,Laborers,2.0,-29.0,1.0
12971,M,N,Y,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16323,365243,1,0,1,0,,3.0,-51.0,2.0
12972,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,1,0,0,0,,3.0,-40.0,2.0
12973,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,1,0,0,0,Core staff,2.0,-22.0,2.0
12974,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2.0,-23.0,2.0
12975,M,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13080,-1327,1,0,0,0,High skill tech staff,3.0,-27.0,2.0
12976,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13336,-1436,1,0,0,0,Low-skill Laborers,2.0,-27.0,2.0
12977,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733,-2362,1,0,0,0,Security staff,2.0,-23.0,2.0
12978,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10087,-1447,1,0,0,0,,4.0,0.0,1.0
12979,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474,365243,1,0,1,0,,2.0,-9.0,0.0
12980,M,N,Y,0,382500.0,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2.0,-34.0,2.0
12981,F,N,Y,1,202500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13539,-1653,1,1,1,0,Core staff,3.0,-3.0,1.0
12982,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2.0,-14.0,2.0
12983,M,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23587,365243,1,0,0,0,,2.0,-44.0,1.0
12984,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611,365243,1,0,0,0,,1.0,-37.0,2.0
12985,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20032,365243,1,0,0,0,,2.0,-8.0,1.0
12986,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14530,-4675,1,1,1,0,Managers,2.0,-7.0,0.0
12987,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330,-962,1,0,1,0,Sales staff,2.0,-47.0,2.0
12988,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12019,-5436,1,1,1,0,Laborers,2.0,-47.0,2.0
12989,F,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-12279,-1844,1,1,0,0,Laborers,2.0,-48.0,1.0
12990,M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-566,1,1,1,0,Laborers,4.0,-11.0,2.0
12991,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19087,-6128,1,0,0,0,Laborers,2.0,-36.0,1.0
12992,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,1,0,0,Laborers,4.0,-14.0,1.0
12993,M,Y,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-13243,-644,1,0,0,0,Laborers,4.0,-54.0,2.0
12994,F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-13549,-2877,1,0,1,0,Accountants,3.0,-36.0,1.0
12995,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17340,-3596,1,0,1,0,Managers,2.0,-22.0,2.0
12996,F,Y,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-13809,-774,1,0,1,0,Accountants,3.0,-16.0,2.0
12997,M,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-16783,-3451,1,0,0,0,Managers,3.0,-36.0,2.0
12998,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1.0,-27.0,2.0
12999,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,-45.0,2.0
13000,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16459,-704,1,1,0,0,Low-skill Laborers,2.0,-1.0,0.0
13001,M,Y,N,0,112500.0,Pensioner,Higher education,Married,House / apartment,-16804,365243,1,0,0,0,,2.0,-45.0,1.0
13002,F,Y,N,1,315000.0,Working,Higher education,Married,House / apartment,-14356,-1069,1,1,1,1,Sales staff,3.0,-14.0,2.0
13003,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330,-962,1,0,1,0,Sales staff,2.0,-40.0,2.0
13004,F,Y,Y,1,157500.0,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,High skill tech staff,3.0,-24.0,2.0
13005,M,N,Y,1,175500.0,Working,Secondary / secondary special,Married,Rented apartment,-10917,-377,1,0,0,0,Sales staff,3.0,-5.0,2.0
13006,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,-23.0,2.0
13007,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-19548,-4754,1,0,0,0,Laborers,1.0,-12.0,1.0
13008,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,365243,1,0,0,0,,1.0,-55.0,2.0
13009,M,Y,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-16468,-3304,1,1,1,0,Drivers,4.0,-41.0,2.0
13010,M,Y,N,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14883,-6221,1,0,1,0,Managers,2.0,-19.0,2.0
13011,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18824,-840,1,0,0,0,Laborers,3.0,-8.0,2.0
13012,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-15460,-7004,1,0,0,0,Core staff,4.0,-36.0,2.0
13013,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16285,-1184,1,0,0,0,Laborers,2.0,-27.0,0.0
13014,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16197,-3000,1,0,0,0,Drivers,2.0,-54.0,2.0
13015,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,365243,1,0,0,0,,1.0,-24.0,2.0
13016,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-10336,-985,1,0,0,0,Core staff,2.0,-10.0,2.0
13017,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-17107,-2277,1,0,0,0,Core staff,2.0,-27.0,1.0
13018,M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1.0,-11.0,2.0
13019,F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,1,0,0,0,Accountants,2.0,-18.0,0.0
13020,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1.0,-16.0,2.0
13021,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3.0,-24.0,2.0
13022,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16091,-7371,1,1,0,0,Core staff,2.0,-5.0,2.0
13023,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,1,0,0,0,Sales staff,3.0,-49.0,2.0
13024,F,N,Y,2,76500.0,Working,Higher education,Married,House / apartment,-11191,-741,1,0,0,0,Managers,4.0,-23.0,1.0
13025,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-10664,-954,1,0,0,0,Core staff,2.0,-16.0,2.0
13026,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,1,0,0,0,Security staff,1.0,-43.0,1.0
13027,M,N,N,2,157500.0,Working,Higher education,Married,House / apartment,-11811,-4676,1,0,0,0,Laborers,4.0,-32.0,2.0
13028,F,Y,Y,0,450000.0,State servant,Higher education,Married,House / apartment,-22889,-221,1,0,1,0,,2.0,-17.0,2.0
13029,F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1.0,-18.0,2.0
13030,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22062,365243,1,0,1,0,,1.0,-49.0,2.0
13031,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,Laborers,2.0,-37.0,2.0
13032,M,Y,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-16783,-473,1,0,1,0,Core staff,2.0,-16.0,2.0
13033,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22517,365243,1,0,0,0,,1.0,-52.0,0.0
13034,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23594,365243,1,0,0,0,,1.0,-32.0,2.0
13035,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,4.0,-24.0,2.0
13036,F,N,N,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,1,0,Waiters/barmen staff,2.0,-31.0,2.0
13037,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,1,0,0,0,Laborers,1.0,-44.0,2.0
13038,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,-39.0,2.0
13039,M,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-19865,-9076,1,0,0,1,Drivers,2.0,-44.0,2.0
13040,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24521,365243,1,0,1,0,,2.0,-5.0,1.0
13041,F,Y,Y,0,81000.0,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2.0,-16.0,1.0
13042,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15945,-3673,1,1,1,0,Core staff,2.0,-9.0,2.0
13043,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2.0,-53.0,2.0
13044,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,1,0,0,0,Drivers,2.0,-12.0,2.0
13045,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,2.0,-29.0,1.0
13046,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,1,0,0,Laborers,4.0,-34.0,2.0
13047,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17427,-4874,1,0,0,1,Sales staff,2.0,-37.0,1.0
13048,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10317,-2178,1,0,0,0,Core staff,2.0,-22.0,2.0
13049,F,Y,Y,0,360450.0,State servant,Secondary / secondary special,Married,House / apartment,-18854,-8509,1,0,0,0,,2.0,-60.0,2.0
13050,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,-18.0,2.0
13051,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Office apartment,-15090,-6761,1,0,0,0,Managers,3.0,-23.0,2.0
13052,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,365243,1,0,0,0,,2.0,-10.0,2.0
