id,name,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
9400,J. Smeets,23,europe,2019,MF,right,1.0,66,72,3.0,875000.0
9402,D. Sjölund,35,europe,2018,MF,left,1.0,66,66,2.0,270000.0
9403,E. Bonifacio,24,south america,2019,DF,right,1.0,66,73,2.0,750000.0
9406,A. De Bruyn,24,europe,2020,MF,right,1.0,65,69,3.0,700000.0
9409,G. Villarruel,25,south america,"Jun 30, 2019",MF,right,1.0,65,68,3.0,675000.0
9410,Pastrana,21,europe,2019,MF,left,1.0,65,75,2.0,875000.0
9413,C. Früchtl,18,europe,2020,GK,left,1.0,65,86,1.0,1000000.0
9414,I. Rondanini,23,europe,2020,DF,right,1.0,65,73,2.0,675000.0
9415,W. Creavalle,27,south america,2022,MF,right,1.0,65,66,2.0,500000.0
9417,J. Vitale,22,south america,"Jun 30, 2019",MF,right,1.0,65,74,2.0,725000.0
9418,J. Ryerson,20,europe,2021,MF,right,1.0,65,73,2.0,700000.0
9421,Avilés,20,europe,2020,MF,right,1.0,65,74,4.0,850000.0
9423,Benjamin Muscato,26,south america,2021,DF,right,1.0,65,65,2.0,475000.0
9425,P. Clement,22,europe,2020,MF,right,1.0,65,71,3.0,750000.0
9428,B. Çamoğlu,21,asia,2020,MF,right,1.0,65,72,3.0,775000.0
9435,M. Savastano,21,europe,2020,DF,left,1.0,65,72,2.0,650000.0
9436,N. Granatowski,27,europe,2019,MF,right,1.0,65,65,3.0,575000.0
9438,L. Pavez,22,south america,2019,DF,left,1.0,65,74,2.0,700000.0
9440,M. Bakker,18,europe,2019,DF,left,1.0,65,79,3.0,1000000.0
9445,Y. Quintana,22,south america,2019,DF,right,1.0,65,73,2.0,675000.0
9448,B. Sverrisson,28,europe,2019,MF,left,1.0,65,65,2.0,450000.0
9450,H. Gong,19,africa,2022,ST,right,1.0,65,77,3.0,950000.0
9451,T. Kupisz,28,europe,2020,MF,right,1.0,65,65,3.0,550000.0
9452,M. Abusabaan,28,asia,2019,MF,right,1.0,65,65,3.0,525000.0
9455,M. Schulz,23,europe,2020,MF,right,1.0,65,75,2.0,750000.0
9459,T. Elrich,31,oceania,2020,DF,right,1.0,65,65,2.0,350000.0
9461,C. Rentería,22,south america,2019,MF,right,1.0,65,75,2.0,750000.0
9464,P. Jaeckel,19,europe,2021,DF,right,1.0,65,77,2.0,825000.0
9469,M. Naamani,27,africa,2020,DF,right,1.0,65,67,2.0,525000.0
9470,M. Gollner,27,europe,2020,DF,left,1.0,65,66,2.0,500000.0
9471,D. Pedersen,25,europe,2019,MF,right,1.0,65,69,2.0,600000.0
9472,O. Berber,26,asia,2020,DF,left,1.0,65,68,2.0,550000.0
9474,B. Stokke,27,europe,2021,ST,left,1.0,65,65,2.0,575000.0
9475,M. Ospitalieri,26,europe,2019,DF,left,1.0,65,67,3.0,525000.0
9476,J. Haugaard,26,europe,2019,GK,left,1.0,65,70,1.0,500000.0
9477,S. Mauk,22,oceania,2022,MF,right,1.0,65,73,3.0,800000.0
9478,Óscar Whalley,24,europe,2021,GK,left,1.0,65,70,1.0,525000.0
9479,Marquinhos Cipriano,19,south america,2023,MF,left,1.0,65,81,3.0,1200000.0
9481,T. Lehne Olsen,27,europe,2021,ST,right,1.0,65,66,2.0,625000.0
9482,S. Pontisso,21,europe,2020,MF,right,1.0,65,77,2.0,950000.0
9485,R. Yalçın,24,europe,2020,MF,right,1.0,65,72,3.0,650000.0
9488,J. Deumeland,30,europe,2018,GK,right,1.0,65,65,1.0,350000.0
9490,V. Vries,27,africa,2021,GK,right,1.0,65,68,1.0,450000.0
9492,J. Jigauri,25,europe,2020,MF,right,1.0,65,68,3.0,675000.0
9494,C. Wernitznig,28,europe,2020,MF,right,1.0,65,65,3.0,550000.0
9495,C. Valeri,33,oceania,2019,MF,right,1.0,65,65,2.0,220000.0
9496,M. Mosquera,25,south america,2023,DF,left,1.0,65,68,2.0,550000.0
9497,R. Kouamé,21,africa,"Jun 30, 2019",MF,left,1.0,65,76,3.0,925000.0
9498,D. Chima Chukwu,27,africa,2020,ST,right,1.0,65,66,2.0,625000.0
9500,T. Wendel,29,europe,2019,MF,right,1.0,65,65,2.0,425000.0
9501,O. Schnitzler,22,europe,2020,GK,right,1.0,65,72,1.0,550000.0
9502,A. Coly,25,africa,2018,DF,right,1.0,65,67,2.0,550000.0
9503,M. Vera,22,south america,2023,MF,left,1.0,65,74,2.0,725000.0
9505,F. Lohkemper,23,europe,2019,ST,right,1.0,65,72,3.0,775000.0
9507,M. Lund Nielsen,30,europe,2019,MF,right,1.0,65,65,2.0,500000.0
9509,Edu Espiau,23,europe,2019,ST,right,1.0,65,71,2.0,750000.0
9511,T. Bu Haymid,30,asia,2019,DF,left,1.0,65,65,2.0,400000.0
9512,D. Mikanović,24,europe,2019,DF,right,1.0,65,71,2.0,625000.0
9514,A. Smárason,29,europe,2018,MF,right,1.0,65,65,2.0,525000.0
9515,S. Brandy,33,europe,2019,ST,right,1.0,65,65,2.0,350000.0
9516,B. Adjei-Boateng,24,africa,2022,MF,right,1.0,65,71,2.0,725000.0
9518,D. Castillo,27,south america,2023,GK,right,1.0,65,68,1.0,450000.0
9519,A. Krešić,22,europe,"Jun 30, 2019",DF,right,1.0,65,75,2.0,750000.0
9521,E. Ataseven,25,asia,2020,MF,right,1.0,65,70,2.0,600000.0
9527,A. Al Zori,30,asia,2020,DF,left,1.0,65,65,2.0,400000.0
9528,Airam,30,europe,"Jun 30, 2019",ST,right,1.0,65,65,2.0,525000.0
9529,M. Schulze Niehues,29,europe,2019,GK,right,1.0,65,65,1.0,375000.0
9530,P. De la Vega,17,south america,2021,ST,right,1.0,65,82,3.0,1100000.0
9532,P. Tuszyński,28,europe,2020,ST,right,1.0,65,65,3.0,550000.0
9534,R. Mmaee,21,europe,"Jun 30, 2019",ST,right,1.0,65,74,3.0,850000.0
9535,S. Inagaki,26,asia,2018,MF,right,1.0,65,67,3.0,650000.0
9536,E. Mwepu,20,africa,2022,MF,right,1.0,65,76,3.0,925000.0
9537,F. Viteritti,25,europe,2019,MF,right,1.0,65,67,3.0,650000.0
9545,L. Janoszka,31,europe,2019,MF,left,1.0,65,65,3.0,475000.0
9546,P. Azango,21,africa,2021,ST,left,1.0,65,74,3.0,850000.0
9549,M. Kudo,28,asia,2018,ST,right,1.0,65,65,2.0,550000.0
9552,L. Görtler,24,europe,2020,ST,right,1.0,65,71,2.0,750000.0
9553,D. Ovono,35,africa,2023,GK,right,1.0,65,65,1.0,130000.0
9554,A. Kruiswijk,33,europe,2019,DF,left,1.0,65,65,2.0,210000.0
9555,A. Jaakkola,31,europe,2019,GK,right,1.0,65,65,1.0,325000.0
9556,T. Chong,18,europe,2019,ST,left,1.0,65,85,4.0,1100000.0
9557,P. Alvarenga,30,south america,2021,ST,right,1.0,65,65,2.0,525000.0
9558,M. Pascali,36,europe,2019,DF,right,1.0,65,65,2.0,70000.0
9564,G. Marinelli,29,south america,2019,GK,right,1.0,65,66,1.0,425000.0
9565,G. Wegkamp,25,europe,2020,ST,right,1.0,65,70,2.0,725000.0
9566,A. Gersbach,21,oceania,2019,DF,left,1.0,65,75,2.0,750000.0
9568,M. Tacalfred,37,europe,2019,DF,right,1.0,65,65,2.0,70000.0
9569,I. Durmuş,24,asia,2020,ST,left,1.0,65,69,3.0,700000.0
9570,A. Otero,34,south america,2023,GK,right,1.0,65,65,1.0,220000.0
9572,D. Christensen,29,europe,2020,DF,left,1.0,65,65,2.0,400000.0
9574,L. Grozurek,26,europe,2021,ST,right,1.0,65,66,3.0,625000.0
9575,L. Narváez,33,south america,2023,MF,right,1.0,65,65,2.0,220000.0
9577,Loureiro,21,europe,2020,DF,right,1.0,65,73,3.0,675000.0
9578,K. Appiah,27,africa,2019,ST,right,1.0,65,65,2.0,575000.0
9579,H. Matynia,22,europe,2020,DF,right,1.0,65,72,2.0,650000.0
9580,Fran Gámez,26,europe,2020,DF,right,1.0,65,66,2.0,525000.0
9583,A. Stolz,34,europe,2019,GK,right,1.0,65,65,1.0,220000.0
9584,N. Sonko Sundberg,22,europe,2021,DF,right,1.0,65,72,2.0,650000.0
9586,Guridi,23,europe,2022,MF,left,1.0,65,73,3.0,775000.0
9587,Fabio González,21,europe,2021,MF,right,1.0,65,73,2.0,700000.0
9592,B. Atik,23,asia,2022,MF,right,1.0,65,72,3.0,750000.0
9595,H. Salinas,28,south america,2023,MF,left,1.0,65,65,2.0,550000.0
9596,K. Nakamachi,32,asia,2021,MF,right,1.0,65,65,2.0,300000.0
9597,J. Ekkelenkamp,18,europe,2021,MF,right,1.0,65,78,3.0,950000.0
9600,S. Avellaneda,28,south america,2023,GK,right,1.0,65,67,1.0,450000.0
9601,F. Ávila,24,south america,2021,ST,right,1.0,65,71,3.0,725000.0
9602,M. Almebäck,30,europe,2021,DF,right,1.0,65,65,2.0,400000.0
9603,J. Günther-Schmidt,23,europe,"Jun 30, 2019",ST,right,1.0,65,72,3.0,775000.0
9608,H. Petryk,23,south america,2021,DF,right,1.0,65,72,3.0,650000.0
9612,E. Schreiner,29,europe,2019,DF,left,1.0,65,65,2.0,400000.0
9615,R. Laursen,26,europe,2020,DF,right,1.0,65,68,2.0,550000.0
9617,N. Kijewski,22,europe,2020,DF,left,1.0,65,73,3.0,675000.0
9618,B. Passi,20,europe,2020,DF,right,1.0,65,76,2.0,825000.0
9621,Alex Vallejo,26,europe,2019,MF,right,1.0,65,69,2.0,575000.0
9622,M. Pepić,22,europe,2020,MF,left,1.0,65,72,3.0,750000.0
9623,Matheus Jesus,21,south america,2021,MF,left,1.0,65,76,2.0,825000.0
9624,M. Gebers,32,europe,2020,DF,right,1.0,65,65,2.0,300000.0
9627,Paulito Zanon,26,south america,2021,MF,right,1.0,65,65,2.0,475000.0
9629,S. Gomez,22,south america,2021,MF,left,1.0,65,75,3.0,850000.0
9630,Omar Santana,27,europe,2019,MF,right,1.0,65,65,3.0,575000.0
9631,Y. M'Bone,25,africa,2020,DF,right,1.0,65,70,2.0,600000.0
9632,Salva Ruíz,23,europe,2019,DF,left,1.0,65,70,2.0,600000.0
9634,F. Feuillassier,20,south america,2019,ST,right,1.0,65,80,3.0,1200000.0
9635,P. Haglund,31,europe,2019,MF,right,1.0,65,65,2.0,475000.0
9636,Henrique,33,south america,2019,ST,right,1.0,65,65,3.0,325000.0
9639,W. Ponce,20,south america,2018,ST,right,1.0,65,78,3.0,1100000.0
9641,R. Grzyb,35,europe,2019,MF,right,1.0,65,65,2.0,130000.0
9648,J. Reimerink,28,europe,2020,MF,right,1.0,65,65,4.0,550000.0
9651,L. Escalante,26,south america,2023,MF,right,1.0,65,65,3.0,575000.0
9653,V. Morales,27,south america,"Dec 31, 2018",DF,right,1.0,65,67,2.0,525000.0
9655,N. Guerra,19,south america,2020,ST,right,1.0,65,78,3.0,1000000.0
9657,I. Erquiaga,20,south america,2020,DF,left,1.0,65,75,3.0,750000.0
9658,M. Abena,23,south america,2019,DF,right,1.0,65,69,2.0,575000.0
9661,Fran García,25,europe,2019,DF,left,1.0,65,67,2.0,550000.0
9662,M. Solís,35,south america,2019,GK,right,1.0,65,65,1.0,130000.0
9664,D. Merelli,22,europe,2021,GK,left,1.0,65,71,1.0,550000.0
9667,R. Miyaichi,25,asia,2019,MF,right,2.0,65,68,3.0,675000.0
9668,L. Burnet,27,europe,2019,DF,left,1.0,65,65,3.0,450000.0
9669,C. Bickel,27,europe,2021,MF,right,1.0,65,65,3.0,575000.0
9670,T. Dekker,20,europe,2019,DF,right,1.0,65,72,2.0,650000.0
9672,D. Marcandella,21,europe,2020,MF,right,1.0,65,74,3.0,850000.0
9680,I. Maela,25,africa,2020,DF,left,1.0,65,67,3.0,550000.0
9683,J. Zwischenbrugger,28,europe,2019,DF,right,1.0,65,65,2.0,450000.0
9686,B. Garuccio,23,oceania,2022,DF,left,1.0,65,72,3.0,650000.0
9688,D. Bergqvist,25,europe,2019,MF,right,1.0,65,69,2.0,600000.0
9690,Juan Cámara,24,europe,2021,MF,left,1.0,65,71,3.0,725000.0
9691,H. Da Campo,23,south america,2019,MF,right,1.0,65,71,2.0,750000.0
9692,R. Scheu,23,europe,2019,MF,right,1.0,65,71,3.0,750000.0
9695,M. Langer,33,europe,2019,GK,right,1.0,65,65,1.0,270000.0
9699,C. Giraldo,38,south america,2023,MF,right,1.0,65,65,2.0,70000.0
9700,G. Cros,23,europe,2019,DF,left,1.0,65,70,3.0,600000.0
9702,A. Ouahim,20,africa,2020,MF,right,1.0,65,76,3.0,925000.0
9703,J. Benet,23,europe,2020,MF,right,1.0,65,73,2.0,775000.0
9705,T. Hadebe,22,africa,2020,DF,left,1.0,65,75,2.0,750000.0
9706,C. Diedhiou,30,africa,2019,DF,right,1.0,65,65,2.0,400000.0
9708,Sidnei Dalmeira,30,south america,2021,DF,right,1.0,65,65,2.0,400000.0
9709,Alfred,22,europe,2019,MF,right,1.0,65,72,3.0,750000.0
9712,Y. Marillat,23,europe,2021,GK,right,1.0,65,70,1.0,525000.0
9714,C. Togashi,24,asia,"Jan 31, 2019",ST,right,1.0,65,69,2.0,725000.0
9715,Roger Figueras,21,europe,2019,DF,right,1.0,65,75,2.0,775000.0
9716,Vítor Tormena,22,south america,2019,DF,right,1.0,65,71,2.0,625000.0
9717,S. Matuszek,29,europe,2020,MF,right,1.0,65,65,2.0,425000.0
9719,B. Samba,24,europe,2021,GK,left,1.0,65,69,1.0,500000.0
9720,M. Aaquist,23,europe,"Jun 30, 2019",MF,right,1.0,65,71,3.0,750000.0
9721,Rúben Lameiras,23,europe,2019,MF,left,1.0,65,71,4.0,750000.0
9722,A. Hinestroza,29,south america,2021,MF,right,1.0,65,65,2.0,425000.0
9724,P. Drewes,25,europe,2019,GK,right,1.0,65,70,1.0,525000.0
9725,S. Peszko,33,europe,2020,MF,right,2.0,65,65,3.0,325000.0
9726,D. Petković,25,europe,2020,GK,right,1.0,65,68,1.0,475000.0
9728,E. Pezzi,28,europe,2020,DF,right,1.0,65,65,2.0,425000.0
9729,O. Hein,28,europe,2020,DF,right,1.0,65,65,3.0,425000.0
9730,E. Serje,22,south america,2018,MF,right,1.0,65,72,2.0,650000.0
9731,M. Biankadi,23,africa,2020,MF,right,1.0,65,72,3.0,750000.0
9733,C. Alkılıç,30,asia,2019,DF,right,1.0,65,65,3.0,400000.0
9734,M. Kleinsorge,22,europe,2020,MF,right,1.0,65,70,3.0,725000.0
9735,M. Dávila,26,south america,2020,MF,left,1.0,65,66,2.0,625000.0
9740,C. Palomeque,24,south america,2023,MF,left,1.0,65,68,3.0,675000.0
9742,R. Gojani,25,europe,2020,MF,right,1.0,65,68,3.0,675000.0
9743,J. Leiva,24,south america,2019,ST,left,1.0,65,68,2.0,675000.0
9744,T. Röttger,32,europe,2019,ST,right,1.0,65,65,3.0,425000.0
9745,A. Duarte,24,south america,2021,GK,right,1.0,65,70,1.0,525000.0
9746,K. Ceesay,30,africa,2018,DF,right,1.0,65,65,2.0,400000.0
9747,L. Königshofer,29,europe,2019,GK,right,1.0,65,65,1.0,375000.0
9748,L. Hoyos,29,south america,2020,GK,right,1.0,65,67,1.0,450000.0
9749,Luís Maximiano,19,europe,2019,GK,right,1.0,65,80,1.0,950000.0
9751,J. Derstroff,26,europe,2020,MF,left,1.0,65,66,3.0,625000.0
9752,H. Bjørdal,21,europe,2021,MF,right,1.0,65,74,3.0,850000.0
9753,H. Skogseid,30,europe,2018,DF,right,1.0,65,65,2.0,400000.0
9756,P. Sohm,26,europe,2020,ST,right,1.0,65,66,2.0,650000.0
9759,S. Al Duayyi,25,asia,2019,DF,right,1.0,65,67,2.0,550000.0
9760,N. Mbemba,23,europe,2021,MF,right,1.0,65,70,3.0,625000.0
9761,J. Rhyner,22,europe,2023,DF,right,1.0,65,77,2.0,850000.0
9762,K. Wrzesiński,24,europe,2019,MF,right,1.0,65,68,3.0,675000.0
9763,F. Porath,21,europe,"Jun 30, 2019",MF,right,1.0,65,73,3.0,800000.0
9764,T. Rodríguez,22,south america,"Jun 30, 2019",MF,right,1.0,65,75,3.0,875000.0
9767,S. Al Sawadi,25,asia,2020,MF,right,1.0,65,68,4.0,675000.0
9769,T. Al Absi,25,asia,2020,DF,right,1.0,65,70,2.0,600000.0
9771,E. Pernía,23,south america,2021,ST,right,1.0,65,72,3.0,775000.0
9776,I. Vásquez,32,south america,2018,MF,right,1.0,65,65,2.0,400000.0
9777,M. De Iriondo,25,south america,2020,MF,right,1.0,65,69,2.0,600000.0
9778,M. Damsgaard,17,europe,2022,MF,right,1.0,65,79,4.0,1100000.0
9782,C. Schoissengeyr,23,europe,2022,DF,right,1.0,65,69,2.0,600000.0
9783,L. Perdomo,21,south america,2019,MF,right,1.0,65,75,2.0,775000.0
9784,M. Röser,27,europe,2020,MF,right,1.0,65,65,3.0,575000.0
9785,S. Roux,25,oceania,2020,DF,right,1.0,65,69,2.0,575000.0
9786,Pol Valentín,21,europe,2020,DF,right,1.0,65,79,2.0,1100000.0
9791,A. Al Zaqan,27,asia,"Jun 30, 2019",MF,right,1.0,65,65,3.0,575000.0
9792,G. Acampora,24,europe,2019,MF,left,1.0,65,72,3.0,750000.0
9794,R. Augustyniak,24,europe,2020,MF,right,1.0,65,69,2.0,600000.0
9799,T. Öztürk,28,europe,2019,MF,right,1.0,65,65,2.0,450000.0
9802,A. Batsula,26,europe,2021,DF,left,1.0,65,67,2.0,525000.0
9803,R. Kerschbaum,24,europe,2019,MF,right,1.0,65,69,2.0,600000.0
9804,N. Bakker,25,europe,2019,DF,left,1.0,65,68,2.0,575000.0
9805,Raphael Silva,26,south america,2021,DF,right,1.0,65,69,2.0,575000.0
9807,Mauro Cerqueira,25,europe,2019,DF,left,1.0,65,67,3.0,550000.0
9809,Damià,22,europe,2021,MF,right,1.0,65,71,2.0,625000.0
9810,H. Jele,31,africa,2020,DF,right,1.0,65,65,3.0,375000.0
9815,R. Tarifeño,21,south america,"Dec 31, 2018",ST,right,1.0,65,76,3.0,950000.0
9816,Bruno Gomes,21,south america,2020,ST,right,1.0,65,75,3.0,875000.0
9817,M. Dombrowka,26,europe,2021,DF,right,1.0,65,66,3.0,525000.0
9818,N. Mezquida,26,south america,2022,MF,right,1.0,65,67,3.0,650000.0
9819,M. Saadane,26,africa,2019,DF,right,1.0,65,68,2.0,550000.0
9820,M. Fink,28,europe,2019,DF,right,1.0,65,65,2.0,425000.0
9822,C. Elder,23,oceania,2020,DF,left,1.0,65,72,2.0,650000.0
9824,M. Udol,22,europe,2020,DF,left,1.0,65,74,2.0,700000.0
9826,P. Tschernegg,25,europe,2019,MF,right,1.0,65,69,2.0,600000.0
9827,A. Katranis,20,europe,"Jun 30, 2019",DF,left,1.0,65,75,3.0,750000.0
9829,G. Castillejos,32,south america,2019,ST,right,1.0,65,65,2.0,425000.0
9830,B. Renneke,25,europe,2020,DF,right,1.0,65,67,3.0,550000.0
9831,K. van Veen,27,europe,2020,ST,right,1.0,65,66,3.0,625000.0
9832,N. Garmendia,20,europe,2021,MF,right,1.0,65,76,3.0,925000.0
9835,F. Palacios Martínez,23,europe,2021,ST,right,1.0,65,71,4.0,750000.0
9836,Luis Ruiz,26,europe,2019,DF,left,1.0,65,68,2.0,550000.0
9842,A. Benchaib,20,europe,2021,MF,right,1.0,65,76,3.0,925000.0
9843,F. Fydriszewski,25,south america,2019,ST,right,1.0,65,70,2.0,725000.0
9844,T. Ndenge,21,europe,2021,MF,left,1.0,65,74,3.0,725000.0
9845,F. Flórez,25,south america,2021,MF,right,1.0,65,72,2.0,650000.0
9846,G. Risso Patrón,22,south america,2020,DF,left,1.0,65,74,2.0,700000.0
9848,J. Untersee,24,europe,"Jun 30, 2019",MF,right,1.0,65,71,2.0,750000.0
9851,S. Lovric,20,europe,2019,MF,right,1.0,65,77,2.0,850000.0
9855,Ronan,23,south america,2020,ST,right,1.0,65,71,2.0,750000.0
9856,A. Gruber,23,europe,2023,ST,left,1.0,65,71,3.0,750000.0
9858,S. Salviato,30,europe,2019,DF,right,1.0,65,65,2.0,400000.0
9867,G. Paquiez,24,europe,2020,DF,left,1.0,65,68,2.0,575000.0
9869,Erik Expósito,22,europe,"Jun 30, 2019",ST,left,1.0,65,75,2.0,875000.0
9870,J. Donisa,24,europe,2019,ST,right,1.0,65,71,3.0,750000.0
9873,M. Giannikoglou,25,europe,2021,GK,right,1.0,65,69,1.0,500000.0
9875,V. Demidov,31,europe,2019,DF,right,1.0,65,65,2.0,375000.0
9876,G. Rehak,25,south america,2021,GK,right,1.0,65,71,1.0,525000.0
9877,K. Bare,20,europe,2019,MF,right,1.0,65,74,2.0,850000.0
9878,Paulo Otávio,23,south america,2021,DF,left,1.0,65,72,2.0,650000.0
9879,N. Oroz,24,south america,"Dec 31, 2018",MF,left,1.0,65,70,3.0,725000.0
9884,S. Zwierschitz,27,europe,2019,DF,right,1.0,65,65,2.0,450000.0
9892,A. Figueroa,30,south america,2018,DF,right,1.0,65,65,2.0,400000.0
9893,J. Sternberg,25,europe,2021,DF,left,1.0,65,67,3.0,550000.0
9894,M. Blázquez,27,south america,2018,DF,right,1.0,65,66,2.0,500000.0
9896,A. Al Zain,26,asia,"Jun 30, 2019",MF,right,1.0,65,65,3.0,575000.0
9898,T. Fountas,22,europe,2019,ST,right,1.0,65,70,3.0,725000.0
9899,N. Quaschner,24,europe,2020,MF,right,1.0,65,69,2.0,700000.0
9903,S. Lo Faso,20,europe,2021,ST,right,1.0,65,79,3.0,1200000.0
9910,M. Caranta,39,south america,2023,GK,right,1.0,65,65,1.0,40000.0
9913,Álvaro Traver,25,europe,2019,MF,right,1.0,65,68,3.0,675000.0
9914,F. Brustad,29,europe,"Jun 30, 2019",ST,right,1.0,65,65,3.0,550000.0
9916,S. Floranus,19,europe,2021,DF,right,1.0,65,74,3.0,700000.0
9922,G. Modica,27,south america,2020,DF,right,1.0,65,67,2.0,525000.0
9923,A. Pavlović,24,europe,2021,ST,left,1.0,65,70,3.0,725000.0
9924,K. Guédé,33,europe,2019,ST,right,1.0,65,65,2.0,350000.0
9925,A. Østbø,27,europe,2019,GK,right,1.0,65,69,1.0,475000.0
9927,W. Marinus,23,europe,2020,MF,right,1.0,65,70,3.0,725000.0
9929,I. Koneh,23,africa,2021,ST,right,1.0,65,70,4.0,725000.0
9930,A. Leautey,22,europe,2020,MF,right,1.0,65,73,2.0,800000.0
9931,T. Børven,26,europe,2020,ST,right,1.0,65,66,2.0,650000.0
9932,Bruno Andrade,24,europe,2020,MF,right,1.0,65,68,4.0,675000.0
9933,V. Jacob,24,europe,2021,MF,right,1.0,65,70,3.0,725000.0
9934,R. Lacazette,24,europe,"Jun 30, 2019",MF,right,1.0,65,71,2.0,625000.0
9936,D. Sosa,20,south america,2018,DF,left,1.0,65,72,3.0,650000.0
9937,D. Kyereh,22,africa,2020,ST,right,1.0,65,72,4.0,775000.0
9940,D. Atanga,21,africa,"Jun 30, 2019",MF,left,1.0,65,74,2.0,850000.0
9941,R. Ogawa,21,asia,2021,DF,left,1.0,65,72,2.0,650000.0
9942,Olabe,22,europe,"Jun 30, 2019",MF,right,1.0,65,75,3.0,850000.0
9943,A. Skov Olsen,18,europe,2020,ST,left,1.0,65,79,3.0,1100000.0
9944,W. Golla,26,europe,2020,DF,right,1.0,65,67,2.0,550000.0
9945,A. Çeviker,28,asia,2021,MF,right,1.0,65,66,2.0,500000.0
9948,R. Dadashov,26,europe,2020,ST,right,1.0,65,66,2.0,650000.0
9950,O. Franco,25,south america,"Jun 30, 2019",ST,right,1.0,65,68,2.0,700000.0
9952,C. Paredes,20,south america,"Dec 31, 2018",MF,right,1.0,65,80,2.0,1200000.0
9953,M. Ogasawara,39,asia,2021,MF,right,2.0,65,65,2.0,40000.0
9955,Einar Galilea,24,europe,"Jun 30, 2019",DF,left,1.0,65,73,2.0,675000.0
9956,F. Tingager,25,europe,2020,DF,right,1.0,65,69,2.0,600000.0
9958,V. Supriaga,18,europe,2023,ST,right,1.0,65,84,3.0,1100000.0
9960,R. Boukari,31,africa,2020,ST,right,1.0,65,65,3.0,475000.0
9961,E. Vandenabeele,26,europe,2021,DF,right,1.0,65,68,2.0,550000.0
9962,D. Boldor,23,europe,"Jun 30, 2019",DF,left,1.0,65,69,2.0,600000.0
9964,N. Brock-Madsen,25,europe,2022,ST,right,1.0,65,68,2.0,700000.0
9965,K. Boto,22,europe,2020,DF,left,1.0,65,76,2.0,800000.0
9967,J. Słowik,26,europe,2019,GK,right,1.0,65,67,1.0,450000.0
9969,A. Longhi,29,europe,2019,DF,left,1.0,65,65,2.0,400000.0
9971,G. Fechner,20,europe,2020,MF,right,1.0,65,77,2.0,850000.0
9977,O. Marciano,28,asia,2021,GK,right,1.0,65,67,1.0,450000.0
9978,H. Kadish,25,asia,2021,DF,left,1.0,65,67,2.0,550000.0
9980,K. Hashimoto,24,asia,2018,MF,right,1.0,65,70,3.0,700000.0
9982,C. Pickel,21,europe,"Jun 30, 2019",MF,right,1.0,65,79,2.0,1100000.0
9983,S. Chukwueze,19,africa,2019,ST,left,1.0,65,81,3.0,1200000.0
9985,A. Kofler,31,europe,2019,GK,right,1.0,65,65,1.0,325000.0
9987,N. Venema,19,europe,2021,ST,right,1.0,65,77,2.0,950000.0
9988,R. Sufyani,31,asia,2019,MF,left,1.0,65,65,3.0,475000.0
9989,J. Borring,33,europe,2020,MF,left,1.0,65,65,2.0,325000.0
9990,N. Nyauza,28,africa,2023,DF,right,1.0,65,65,3.0,425000.0
9991,Marcelo Vildeia,34,south america,2021,ST,right,1.0,65,65,2.0,280000.0
9996,A. Raineau,32,europe,2021,DF,left,1.0,65,65,2.0,300000.0
9997,S. Mölders,33,europe,2019,ST,left,1.0,65,65,2.0,350000.0
10000,A. Sabbione,26,europe,2021,MF,right,1.0,65,66,2.0,625000.0
10001,G. Karlen,25,europe,2020,ST,right,1.0,65,69,2.0,700000.0
10003,G. Zakuani,32,africa,2020,DF,right,1.0,65,65,2.0,300000.0
10004,J. Mezú,28,south america,2023,MF,right,1.0,65,65,2.0,550000.0
10006,K. Miyahara,22,asia,2021,DF,right,1.0,65,74,2.0,700000.0
10007,Nito Carbelho,26,south america,2021,ST,right,1.0,65,65,2.0,600000.0
10008,N. Manzambi,21,europe,"Jun 30, 2019",ST,right,1.0,65,79,3.0,1200000.0
10011,D. Boysen,27,europe,2019,MF,right,1.0,65,65,3.0,575000.0
10012,G. Kusunga,30,africa,2019,DF,right,1.0,65,65,2.0,400000.0
10013,A. Tshibola,23,africa,"Jun 30, 2019",MF,right,1.0,65,70,3.0,700000.0
10014,C. Jopia,26,south america,2019,DF,left,1.0,65,66,3.0,525000.0
10026,M. Nichols,29,oceania,2020,MF,right,1.0,65,65,3.0,525000.0
10027,A. Borysiuk,26,europe,2021,MF,right,1.0,65,68,2.0,550000.0
10029,R. Shindo,22,asia,2021,DF,right,1.0,65,71,2.0,625000.0
10036,G. Carpani,24,europe,2019,MF,right,1.0,65,70,3.0,700000.0
10038,P. Nymann,35,europe,2019,MF,right,1.0,65,65,2.0,120000.0
10041,J. Ngoy,20,europe,"Jun 30, 2019",MF,right,1.0,65,78,2.0,1100000.0
10045,P. Sontheimer,19,europe,2020,MF,right,1.0,65,76,3.0,900000.0
10046,S. Karamoko,25,europe,2020,DF,right,1.0,65,68,2.0,550000.0
10047,H. El Mokeddem,19,europe,2020,ST,left,1.0,65,75,3.0,850000.0
10050,F. Götze,20,europe,2022,DF,right,1.0,65,79,3.0,1100000.0
10052,A. Tahar,28,africa,2019,MF,right,1.0,65,65,2.0,450000.0
10056,A. Koita,19,europe,2019,ST,right,1.0,65,77,3.0,950000.0
10058,J. Guillermo,28,south america,2023,MF,right,1.0,65,65,2.0,450000.0
